,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта,year_range,Number_of_storeys_range,year_range_1959-1989,year_range_1990-2000,year_range_2001-2010,year_range_2011-2024,Number_of_storeys_range_3-4,Number_of_storeys_range_5-9,Number_of_storeys_range_10-12,Number_of_storeys_range_> 13
807,"ул. 50 лет СССР, д.50 корп.пристрой",Другое строение,14,1986,0.01,1959-1989,> 13,True,False,False,False,False,False,False,True
808,"ул. 50 лет СССР, д.6",Многоквартирный дом,5,1965,2495.7,1959-1989,5-9,True,False,False,False,False,True,False,False
809,"ул. 50 лет СССР, д.8",Многоквартирный дом,9,1970,6283.4,1959-1989,5-9,True,False,False,False,False,True,False,False
810,"ул. 50 лет СССР, д.9",Многоквартирный дом,5,1965,3481.0,1959-1989,5-9,True,False,False,False,False,True,False,False
811,"ул. 50-летия Октября, д.11",Многоквартирный дом,5,1964,3154.2,1959-1989,5-9,True,False,False,False,False,True,False,False
812,"ул. 50-летия Октября, д.11 корп.1",Многоквартирный дом,5,1965,2511.7,1959-1989,5-9,True,False,False,False,False,True,False,False
813,"ул. 50-летия Октября, д.11 корп.2",Другое строение,4,1964,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
814,"ул. 50-летия Октября, д.12",Многоквартирный дом,5,1963,3162.0,1959-1989,5-9,True,False,False,False,False,True,False,False
815,"ул. 50-летия Октября, д.13",Другое строение,11,1971,0.01,1959-1989,10-12,True,False,False,False,False,False,True,False
816,"ул. 50-летия Октября, д.13 корп.1",Другое строение,3,2005,0.01,2001-2010,3-4,False,False,True,False,True,False,False,False
817,"ул. 50-летия Октября, д.14",Многоквартирный дом,5,1965,3472.3,1959-1989,5-9,True,False,False,False,False,True,False,False
818,"ул. 50-летия Октября, д.14 корп.1",Дет.ясли и сады,2,1968,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
819,"ул. 50-летия Октября, д.15",Другое строение,3,1988,0.19,1959-1989,3-4,True,False,False,False,True,False,False,False
820,"ул. 50-летия Октября, д.15* корп.потери",Другое строение,0,,,,,False,False,False,False,False,False,False,False
821,"ул. 50-летия Октября, д.15/1",Другое строение,3,,0.01,,3-4,False,False,False,False,True,False,False,False
822,"ул. 50-летия Октября, д.16",Другое строение,1,1969,0.01,1959-1989,,True,False,False,False,False,False,False,False
823,"ул. 50-летия Октября, д.16 корп.1",Другое строение,1,1971,0.01,1959-1989,,True,False,False,False,False,False,False,False
824,"ул. 50-летия Октября, д.18",Многоквартирный дом,5,1969,3885.9,1959-1989,5-9,True,False,False,False,False,True,False,False
825,"ул. 50-летия Октября, д.19",Другое строение,9,,0.02,,5-9,False,False,False,False,False,True,False,False
826,"ул. 50-летия Октября, д.2",Многоквартирный дом,9,1966,5831.0,1959-1989,5-9,True,False,False,False,False,True,False,False
827,"ул. 50-летия Октября, д.20",Многоквартирный дом,5,1961,6285.2,1959-1989,5-9,True,False,False,False,False,True,False,False
828,"ул. 50-летия Октября, д.20 корп.1",Другое строение,2,1951,0.01,1900-1958,1-2,False,False,False,False,False,False,False,False
829,"ул. 50-летия Октября, д.21",Другое строение,2,2014,0.01,2011-2024,1-2,False,False,False,True,False,False,False,False
830,"ул. 50-летия Октября, д.24",Другое строение,4,1968,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
831,"ул. 50-летия Октября, д.26",Многоквартирный дом,5,1966,3372.6,1959-1989,5-9,True,False,False,False,False,True,False,False
832,"ул. 50-летия Октября, д.26 корп.1",Многоквартирный дом,5,1968,2508.6,1959-1989,5-9,True,False,False,False,False,True,False,False
833,"ул. 50-летия Октября, д.28",Многоквартирный дом,5,1965,3931.7,1959-1989,5-9,True,False,False,False,False,True,False,False
834,"ул. 50-летия Октября, д.3",Многоквартирный дом,5,1964,3596.5,1959-1989,5-9,True,False,False,False,False,True,False,False
835,"ул. 50-летия Октября, д.3 корп.1",Многоквартирный дом,5,1965,2519.8,1959-1989,5-9,True,False,False,False,False,True,False,False
836,"ул. 50-летия Октября, д.3 корп.П",Многоквартирный дом,5,,279.6,,5-9,False,False,False,False,False,True,False,False
837,"ул. 50-летия Октября, д.30",Многоквартирный дом,5,1964,3366.51,1959-1989,5-9,True,False,False,False,False,True,False,False
838,"ул. 50-летия Октября, д.30 корп.1",Многоквартирный дом,5,1964,2522.3,1959-1989,5-9,True,False,False,False,False,True,False,False
839,"ул. 50-летия Октября, д.32",Другое строение,4,1969,0.03,1959-1989,3-4,True,False,False,False,True,False,False,False
840,"ул. 50-летия Октября, д.34",Другое строение,2,1990,0.01,1990-2000,1-2,False,True,False,False,False,False,False,False
841,"ул. 50-летия Октября, д.4",Многоквартирный дом,5,1964,3226.4,1959-1989,5-9,True,False,False,False,False,True,False,False
842,"ул. 50-летия Октября, д.5",Многоквартирный дом,5,1964,3343.9,1959-1989,5-9,True,False,False,False,False,True,False,False
843,"ул. 50-летия Октября, д.5 корп.1",Многоквартирный дом,5,1965,2511.6,1959-1989,5-9,True,False,False,False,False,True,False,False
844,"ул. 50-летия Октября, д.6 корп.8",Многоквартирный дом,5,1963,6888.8,1959-1989,5-9,True,False,False,False,False,True,False,False
845,"ул. 50-летия Октября, д.7",Многоквартирный дом,5,1964,3148.9,1959-1989,5-9,True,False,False,False,False,True,False,False
846,"ул. 50-летия Октября, д.7 корп.а",Другое строение,3,1964,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
847,"ул. 50-летия Октября, д.9",Многоквартирный дом,5,1964,3161.3,1959-1989,5-9,True,False,False,False,False,True,False,False
848,"ул. 8 Марта, д.10",Многоквартирный дом,5,1968,3299.3,1959-1989,5-9,True,False,False,False,False,True,False,False
849,"ул. 8 Марта, д.11",Другое строение,5,1970,0.01,1959-1989,5-9,True,False,False,False,False,True,False,False
850,"ул. 8 Марта, д.12",Другое строение,2,1989,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
851,"ул. 8 Марта, д.12 корп.1",Другое строение,9,1984,0.07,1959-1989,5-9,True,False,False,False,False,True,False,False
852,"ул. 8 Марта, д.12 корп.3",Многоквартирный дом,10,2007,8366.5,2001-2010,10-12,False,False,True,False,False,False,True,False
853,"ул. 8 Марта, д.13",Многоквартирный дом,5,1964,3239.7,1959-1989,5-9,True,False,False,False,False,True,False,False
854,"ул. 8 Марта, д.14",Многоквартирный дом,5,1970,5198.1,1959-1989,5-9,True,False,False,False,False,True,False,False
855,"ул. 8 Марта, д.15",Многоквартирный дом,5,1963,3182.6,1959-1989,5-9,True,False,False,False,False,True,False,False
856,"ул. 8 Марта, д.16",Многоквартирный дом,5,1968,4509.4,1959-1989,5-9,True,False,False,False,False,True,False,False
857,"ул. 8 Марта, д.17",Другое строение,5,1978,0.01,1959-1989,5-9,True,False,False,False,False,True,False,False
858,"ул. 8 Марта, д.18",Многоквартирный дом,5,1969,3572.1,1959-1989,5-9,True,False,False,False,False,True,False,False
859,"ул. 8 Марта, д.19 корп.АБВГД",Многоквартирный дом,15,2007,20137.9,2001-2010,> 13,False,False,True,False,False,False,False,True
860,"ул. 8 Марта, д.2","Учебное заведение, комбинат, центр",5,1964,3758.2,1959-1989,5-9,True,False,False,False,False,True,False,False
861,"ул. 8 Марта, д.20",Многоквартирный дом,4,1958,2317.4,1900-1958,3-4,False,False,False,False,True,False,False,False
862,"ул. 8 Марта, д.24",Многоквартирный дом,4,1963,1298.4,1959-1989,3-4,True,False,False,False,True,False,False,False
863,"ул. 8 Марта, д.24 корп.1",Многоквартирный дом,9,1980,3818.3,1959-1989,5-9,True,False,False,False,False,True,False,False
864,"ул. 8 Марта, д.26",Многоквартирный дом,3,1956,1093.22,1900-1958,3-4,False,False,False,False,True,False,False,False
865,"ул. 8 Марта, д.28",Многоквартирный дом,3,1954,786.49,1900-1958,3-4,False,False,False,False,True,False,False,False
866,"ул. 8 Марта, д.28 корп.1",Многоквартирный дом,3,1948,278.52,1900-1958,3-4,False,False,False,False,True,False,False,False
867,"ул. 8 Марта, д.3",Другое строение,4,1964,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
868,"ул. 8 Марта, д.30",Многоквартирный дом,3,1955,1255.47,1900-1958,3-4,False,False,False,False,True,False,False,False
870,"ул. 8 Марта, д.32",Многоквартирный дом,12,2004,8473.3,2001-2010,10-12,False,False,True,False,False,False,True,False
871,"ул. 8 Марта, д.32 корп.1",Многоквартирный дом,10,2007,13513.8,2001-2010,10-12,False,False,True,False,False,False,True,False
872,"ул. 8 Марта, д.34",Многоквартирный дом,11,2011,11998.15,2011-2024,10-12,False,False,False,True,False,False,True,False
873,"ул. 8 Марта, д.4","Учебное заведение, комбинат, центр",5,1966,3772.7,1959-1989,5-9,True,False,False,False,False,True,False,False
874,"ул. 8 Марта, д.5",Многоквартирный дом,5,1959,3544.72,1959-1989,5-9,True,False,False,False,False,True,False,False
875,"ул. 8 Марта, д.5 корп.1",Многоквартирный дом,5,1973,3863.0,1959-1989,5-9,True,False,False,False,False,True,False,False
876,"ул. 8 Марта, д.5 корп.3",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
877,"ул. 8 Марта, д.6","Учебное заведение, комбинат, центр",5,1967,5883.4,1959-1989,5-9,True,False,False,False,False,True,False,False
878,"ул. 8 Марта, д.7",Школы и ВУЗ,5,1962,3267.91,1959-1989,5-9,True,False,False,False,False,True,False,False
879,"ул. 8 Марта, д.7 корп.1",Другое строение,2,1966,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
880,"ул. 8 Марта, д.7 корп.а",Другое строение,1,1987,0.01,1959-1989,,True,False,False,False,False,False,False,False
881,"ул. 8 Марта, д.8","Учебное заведение, комбинат, центр",5,1968,2067.71,1959-1989,5-9,True,False,False,False,False,True,False,False
